300000 1 50000
item1          31518 90103
item27575          4195 61054
item27576          25571 19914
item27577          14209 95119
item27578          24710 22700
item27579          39578 15999
item27580          35821 46432
item27581          42903 33122
item27582          42800 20528
item27583          42209 52931
item27584          25492 60305
item27585          16288 86675
item27586          38140 73483
item27587          15550 54153
item27588          30589 28361
item27589          42307 19828
item27590          39089 76713
item27591          26453 477
item27592          21623 77014
item27593          47401 2259
item27594          3295 64434
item27595          25476 36226
item27596          11246 63972
item27597          22579 48266
item27598          1795 59047
item27599          29070 40047
item27600          29703 31040
item27601          47837 17375
item27602          20300 25257
item27603          19393 34988
item27604          5933 5770
item27605          9715 285
item27606          5508 43916
item27607          35673 55119
item27608          4641 39136
item27609          46878 14020
item27610          31847 79920
item27611          25959 78136
item27612          16089 24298
item27613          41020 67296
item27614          6954 74025
item27615          36035 74552
item27616          16166 94064
item27617          3463 60962
item27618          1927 24606
item27619          48145 45617
item27620          113 39544
item27621          18586 62646
item27622          21402 14198
item27623          11854 3018
item27624          13999 9059
item27625          32269 20077
item27626          39742 4957
item27627          29648 99149
item27628          9720 19290
item27629          35828 24829
item27630          42604 5646
item27631          9299 93835
item27632          30642 44922
item27633          18163 8225
item27634          15923 51004
item27635          7227 38630
item27636          20597 25839
item27637          31098 20166
item27638          17980 28131
item27639          8130 71386
item27640          47310 26672
item27641          35682 99765
item27642          7038 89259
item27643          46892 33212
item27644          40205 4696
item27645          25220 1575
item27646          36328 45456
item27647          7585 99316
item27648          49373 37764
item27649          13204 97862
item27650          43654 42899
item27651          43475 40893
item27652          20020 10682
item27653          44262 46083
item27654          31844 60425
item27655          47735 36231
item27656          7958 15292
item27657          29173 25129
item27658          9221 12589
item27659          2194 55496
item27660          20405 76631
item27661          1926 75143
item27662          6870 86790
item27663          16814 20065
item27664          767 99686
item27665          42329 96311
item27666          10135 88729
item27667          36630 32069
item27668          44276 41977
item27669          44521 56130
item27670          5407 6621
item27671          6294 72741
item27672          8264 68750
item27673          10823 45395
item27674          46761 63184
item27675          29878 7759
item27676          40438 11636
item27677          6832 3121
item27678          27565 24411
item27679          17950 82989
item27680          8384 33843
item27681          1638 71131
item27682          22273 23337
item27683          9730 62737
item27684          685 56243
item27685          13142 38119
item27686          20664 3073
item27687          46953 24410
item27688          12816 1095
item27689          28728 87428
item27690          16375 46645
item27691          23563 88338
item27692          7422 68946
item27693          26627 16820
item27694          15418 99568
item27695          49948 78036
item27696          1526 5092
item27697          24992 90046
item27698          33678 54052
item27699          21741 21011
item27700          29 78211
item27701          25471 19705
item27702          38088 9625
item27703          28063 61458
item27704          34242 83165
item27705          12573 22235
item27706          13900 11012
item27707          25050 77188
item27708          8779 40956
item27709          25410 37059
item27710          22897 96958
item27711          26889 45327
item27712          23712 9303
item27713          13307 39179
item27714          9933 97298
item27715          37687 33636
item27716          18659 11505
item27717          4188 29344
item27718          45478 46070
item27719          33895 24585
item27720          11719 67401
item27721          44131 32077
item27722          35282 48398
item27723          1028 81916
item27724          9224 65881
item27725          23694 67209
item27726          8583 74188
item27727          32203 6069
item27728          22565 91790
item27729          19567 72054
item27730          19409 19255
item27731          21404 69484
item27732          4687 85840
item27733          5807 80053
item27734          7706 34944
item27735          47097 32405
item27736          19550 12431
item27737          18357 84635
item27738          9166 17950
item27739          45400 57368
item27740          41518 88628
item27741          7161 31422
item27742          13742 12393
item27743          24487 56391
item27744          17391 77686
item27745          27317 26565
item27746          8570 2403
item27747          39807 49251
item27748          37227 90169
item27749          38798 5386
item27750          47651 80063
item27751          28201 38354
item27752          21273 67608
item27753          32773 71899
item27754          14808 94121
item27755          13023 76967
item27756          30906 4356
item27757          30636 46484
item27758          17736 78876
item27759          34222 89591
item27760          37542 82181
item27761          25300 29061
item27762          49607 767
item27763          12181 1189
item27764          20140 23831
item27765          47955 74553
item27766          23811 25802
item27767          10262 28130
item27768          33622 72716
item27769          15291 61244
item27770          3979 77265
item27771          32262 77597
item27772          46304 19485
item27773          41197 33732
item27774          19569 46762
item27775          864 96668
item27776          42702 32700
item27777          8543 45911
item27778          44951 56899
item27779          11374 38409
item27780          15010 72161
item27781          19751 49522
item27782          26309 90619
item27783          39939 84625
item27784          46639 20268
item27785          5894 26600
item27786          39003 24415
item27787          2158 66477
item27788          28784 5675
item27789          23105 3106
item27790          1469 1052
item27791          31638 95270
item27792          20352 91440
item27793          45800 6817
item27794          28540 87065
item27795          6821 92487
item27796          42650 10363
item27797          8177 75156
item27798          25976 37688
item27799          47530 54876
item27800          13231 35432
item27801          34169 81559
item27802          11386 27011
item27803          5631 60608
item27804          43619 17338
item27805          35268 54121
item27806          21800 17062
item27807          47529 90820
item27808          44941 33493
item27809          43666 21708
item27810          6952 87189
item27811          12679 58370
item27812          13217 77941
item27813          37962 62549
item27814          28018 45385
item27815          19825 53765
item27816          48066 77580
item27817          33703 92587
item27818          42560 44685
item27819          3063 18943
item27820          42599 99656
item27821          40735 38728
item27822          3825 15027
item27823          43545 27531
item27824          14246 66307
item27825          46208 87419
item27826          36681 83846
item27827          30973 21203
item27828          28050 19919
item27829          11264 5416
item27830          46780 63653
item27831          15725 74861
item27832          9743 44091
item27833          35305 99273
item27834          49244 24509
item27835          42946 17372
item27836          20128 52373
item27837          5319 74485
item27838          22974 92198
item27839          40395 40862
item27840          17642 20109
item27841          5691 85287
item27842          22101 54781
item27843          46668 32991
item27844          40949 34480
item27845          38539 33316
item27846          13889 70229
item27847          20887 53389
item27848          22072 11139
item27849          44934 14703
item27850          44106 22403
item27851          48694 6192
item27852          26387 63566
item27853          41442 96474
item27854          47383 20868
item27855          39838 4993
item27856          28362 43799
item27857          4821 1929
item27858          2765 99604
item27859          37952 22412
item27860          758 82274
item27861          13299 64532
item27862          30866 43470
item27863          21717 90218
item27864          38236 92102
item27865          32412 12375
item27866          27641 15144
item27867          39520 79652
item27868          7273 58227
item27869          24317 23664
item27870          3545 54621
item27871          44837 81731
item27872          43652 66688
item27873          26675 46065
item27874          24174 504
item27875          24631 69823
item27876          45963 86771
item27877          17444 75298
item27878          35959 9449
item27879          8796 94586
item27880          1481 22733
item27881          15463 29094
item27882          41960 4281
item27883          41285 74084
item27884          1404 78308
item27885          40558 64015
item27886          34594 59535
item27887          398 49065
item27888          3134 16940
item27889          33563 39754
item27890          38309 12633
item27891          45552 74434
item27892          48655 37272
item27893          30064 32806
item27894          8025 51736
item27895          23068 51982
item27896          38055 33182
item27897          21539 18555
item27898          18980 74783
item27899          27210 62745
item27900          27708 31445
item27901          18715 39157
item27902          44345 68971
item27903          11997 67028
item27904          17855 49488
item27905          22346 33947
item27906          7820 59892
item27907          33732 71322
item27908          29661 16360
item27909          4036 90681
item27910          4814 13493
item27911          27235 90269
item27912          40311 87784
item27913          31164 56759
item27914          4336 96834
item27915          35753 48508
item27916          13078 66036
item27917          22036 58052
item27918          33950 94054
item27919          45315 12945
item27920          7339 56288
item27921          33321 39444
item27922          46372 39901
item27923          34312 96946
item27924          26235 91492
item27925          19486 22624
item27926          11743 33977
item27927          44333 17080
item27928          35226 96331
item27929          2267 67386
item27930          35292 46498
item27931          21552 14736
item27932          37196 76480
item27933          36968 99991
item27934          37092 6518
item27935          9943 2766
item27936          4738 16781
item27937          4743 97527
item27938          45660 49716
item27939          9614 94268
item27940          21355 10540
item27941          41241 28754
item27942          45243 67100
item27943          7716 14451
item27944          13306 3341
item27945          43027 4118
item27946          14581 15629
item27947          30342 17657
item27948          44038 73288
item27949          23878 20949
item27950          35028 92594
item27951          27592 43260
item27952          29583 38470
item27953          30909 25027
item27954          22572 36120
item27955          24234 10018
item27956          28754 25593
item27957          20154 618
item27958          29400 83178
item27959          34602 25246
item27960          16308 33451
item27961          32732 88781
item27962          18024 89433
item27963          30332 57411
item27964          31148 73095
item27965          26305 30755
item27966          23346 25390
item27967          14085 60051
item27968          38224 40174
item27969          49907 19544
item27970          9424 25675
item27971          47029 93040
item27972          6565 2707
item27973          4800 97428
item27974          44174 24456
item27975          21654 7049
item27976          4525 94316
item27977          36918 29601
item27978          44892 8150
item27979          10141 5962
item27980          24779 30416
item27981          6242 42400
item27982          18173 41703
item27983          58 41141
item27984          29070 84407
item27985          27496 54479
item27986          47343 4946
item27987          39541 64299
item27988          25685 83046
item27989          37469 37318
item27990          37312 87463
item27991          3497 62473
item27992          27515 7363
item27993          10930 82358
item27994          42458 83466
item27995          34219 88078
item27996          49815 27810
item27997          41145 97269
item27998          21512 68063
item27999          34625 51151
item28000          48936 31950
item28001          37653 88122
item28002          33330 6125
item28003          38927 72584
item28004          41176 40228
item28005          46725 89568
item28006          36635 95016
item28007          20488 21584
item28008          46774 19174
item28009          8387 50675
item28010          28662 91479
item28011          1019 24294
item28012          49367 23153
item28013          46976 93255
item28014          35619 71701
item28015          27762 66180
item28016          40377 66029
item28017          39280 13753
item28018          30055 76211
item28019          39103 52620
item28020          48178 30043
item28021          11451 71624
item28022          14224 69429
item28023          9019 21223
item28024          32069 71498
item28025          6836 8714
item28026          27190 56250
item28027          35239 52551
item28028          21530 24598
item28029          33170 52935
item28030          22704 14644
item28031          3269 15235
item28032          30525 38696
item28033          32548 8453
item28034          32536 7948
item28035          37607 38141
item28036          6846 31249
item28037          34254 36824
item28038          3175 20985
item28039          1057 62060
item28040          3296 82618
item28041          12733 88615
item28042          13470 66251
item28043          3040 65719
item28044          36623 94349
item28045          26222 15122
item28046          38083 53221
item28047          28812 75681
item28048          40720 97057
item28049          42212 97313
item28050          8172 38953
item28051          4089 97857
item28052          35806 12156
item28053          29988 87411
item28054          33257 1761
item28055          36641 6192
item28056          29011 20733
item28057          46400 15977
item28058          42257 9695
item28059          47506 89278
item28060          31200 28905
item28061          23033 71601
item28062          31049 81689
item28063          44787 26499
item28064          40842 966
item28065          23169 47084
item28066          9623 7473
item28067          36894 16143
item28068          27849 65116
item28069          43814 78270
item28070          12737 10571
item28071          15410 78092
item28072          14095 45068
item28073          29718 43455
item28074          10552 52993
item28075          1310 13392
item28076          9127 52737
item28077          35242 96501
item28078          36192 49541
item28079          12844 45311
item28080          38239 51301
item28081          19572 70095
item28082          4670 76335
item28083          25291 1731
item28084          34128 51440
item28085          3560 40803
item28086          41903 63263
item28087          20664 26593
item28088          20665 8255
item28089          47388 78522
item28090          14909 79082
item28091          12196 85633
item28092          30043 49917
item28093          27134 61841
item28094          2643 53668
item28095          13223 47845
item28096          44357 4590
item28097          30202 21768
item28098          45924 13533
item28099          26388 46262
item28100          3593 52740
item28101          46260 71931
item28102          6771 73150
item28103          43089 64601
item28104          11138 62297
item28105          26927 34969
item28106          11079 38149
item28107          42480 99107
item28108          47487 42593
item28109          47729 9837
item28110          46764 50323
item28111          31967 81411
item28112          29156 62354
item28113          40191 80113
item28114          43699 56359
item28115          24288 95474
item28116          7933 40290
item28117          27971 84217
item28118          20469 32655
item28119          10002 80096
item28120          38343 59214
item28121          43254 96579
item28122          27635 58213
item28123          24975 59235
item28124          7791 43250
item28125          12841 42137
item28126          16161 49711
item28127          147 65951
item28128          46838 3147
item28129          5795 57342
item28130          28735 1446
item28131          3949 75357
item28132          18559 53468
item28133          7757 15984
item28134          8612 99966
item28135          37645 4376
item28136          34376 26980
item28137          37779 76288
item28138          28730 62990
item28139          25905 33029
item28140          6061 69206
item28141          38738 45323
item28142          44143 2118
item28143          46346 83963
item28144          22764 48341
item28145          28929 98591
item28146          14898 9095
item28147          37059 41197
item28148          48901 26956
item28149          45770 56450
item28150          45567 86915
item28151          35830 82307
item28152          29510 19664
item28153          29096 61886
item28154          24448 75226
item28155          34477 30933
item28156          45516 95036
item28157          18349 17962
item28158          1711 61525
item28159          27773 7759
item28160          44669 96216
item28161          37949 38377
item28162          42126 23260
item28163          46438 76469
item28164          31722 62882
item28165          41502 92342
item28166          11295 36481
item28167          42008 4962
item28168          10242 96749
item28169          11588 52083
item28170          16479 11949
item28171          29632 50657
item28172          24116 62091
item28173          45884 90278
item28174          36781 89545
item28175          48031 1212
item28176          11880 64182
item28177          1795 49278
item28178          32150 80206
item28179          15448 9500
item28180          25557 15862
item28181          36107 38785
item28182          5473 27143
item28183          27891 93019
item28184          43593 33011
item28185          48826 4743
item28186          28598 65181
item28187          9637 99680
item28188          1139 82306
item28189          47801 89034
item28190          24747 98319
item28191          3511 28102
item28192          29226 9542
item28193          33375 22741
item28194          27653 89174
item28195          5714 90206
item28196          26389 17856
item28197          21917 71166
item28198          36422 41247
item28199          15311 98909
item28200          1169 52444
item28201          1680 29365
item28202          11849 59210
item28203          25469 69503
item28204          34651 32514
item28205          21787 10393
item28206          31869 92745
item28207          13245 60564
item28208          28146 89143
item28209          49721 21622
item28210          31411 45375
item28211          30478 59007
item28212          27625 31296
item28213          45827 97643
item28214          9903 70455
item28215          1828 13621
item28216          32439 56890
item28217          7620 27594
item28218          41953 18930
item28219          28056 62956
item28220          48949 94263
item28221          41667 68718
item28222          31416 72162
item28223          16778 78758
item28224          19698 41208
item28225          35188 26321
item28226          8682 35471
item28227          45858 11669
item28228          19313 36909
item28229          43266 81393
item28230          25691 90337
item28231          41359 38344
item28232          20793 99220
item28233          8546 88228
item28234          30815 19861
item28235          48077 83501
item28236          35659 58534
item28237          18159 2146
item28238          8219 26242
item28239          9713 65530
item28240          15166 36783
item28241          30599 37287
item28242          42758 1012
item28243          27521 40941
item28244          35672 60045
item28245          42638 13748
item28246          18669 72052
item28247          38786 40299
item28248          22826 56316
item28249          42592 94395
item28250          36634 92895
item28251          3442 8334
item28252          25222 60593
item28253          21341 74571
item28254          12776 85219
item28255          33459 28149
item28256          4161 68749
item28257          12663 14763
item28258          23983 53367
item28259          25883 63903
item28260          31246 31717
item28261          351 62683
item28262          13056 68284
item28263          38955 37532
item28264          46781 51747
item28265          24863 592
item28266          6153 97807
item28267          29726 82482
item28268          35648 36083
item28269          35555 85640
item28270          11195 69446
item28271          35654 68932
item28272          34317 79702
item28273          49333 21011
item28274          1514 56862
item28275          46110 41453
item28276          42584 57397
item28277          29712 41466
item28278          5174 95289
item28279          3065 29375
item28280          47230 73118
item28281          21947 21887
item28282          677 90011
item28283          7480 6962
item28284          4441 30430
item28285          43030 79820
item28286          10251 83039
item28287          39009 98313
item28288          42097 47896
item28289          25226 15138
item28290          5766 94147
item28291          47056 57888
item28292          25340 41017
item28293          10425 83387
item28294          35951 55802
item28295          13464 20011
item28296          25915 3251
item28297          41954 3248
item28298          14842 50964
item28299          46496 68416
item28300          18001 96065
item28301          6958 35195
item28302          35700 32468
item28303          46806 17288
item28304          1184 1801
item28305          13184 24800
item28306          33600 69034
item28307          18199 38758
item28308          16295 52588
item28309          41937 95666
item28310          1552 1681
item28311          14808 97946
item28312          42426 97267
item28313          5553 95898
item28314          22763 57923
item28315          46757 52570
item28316          41195 22484
item28317          25862 46224
item28318          5929 63621
item28319          6822 26934
item28320          35774 82483
item28321          45709 55122
item28322          26574 81314
item28323          25503 98049
item28324          11202 84428
item28325          30589 60428
item28326          37758 63050
item28327          47441 98350
item28328          47030 68385
item28329          8097 98429
item28330          26515 66117
item28331          19533 73551
item28332          13601 8003
item28333          7631 34984
item28334          11008 34060
item28335          25716 91948
item28336          7871 80711
item28337          35733 10371
item28338          29961 74914
item28339          15090 92910
item28340          37760 91993
item28341          17429 94359
item28342          28665 27418
item28343          34145 31539
item28344          13751 73504
item28345          33982 25435
item28346          8603 86627
item28347          8554 12635
item28348          23524 56571
item28349          2053 22982
item28350          31729 93502
item28351          31232 51743
item28352          42865 65516
item28353          7853 47715
item28354          14020 32415
item28355          26237 79438
item28356          36999 23307
item28357          13215 34951
item28358          15733 49421
item28359          18698 94331
item28360          15794 58739
item28361          1484 25532
item28362          3760 35691
item28363          21348 88235
item28364          34891 34327
item28365          19000 5835
item28366          237 30233
item28367          48668 95798
item28368          46134 97742
item28369          41711 87380
item28370          9023 63392
item28371          15384 40131
item28372          43996 7385
item28373          30485 46882
item28374          48151 51548
item28375          14199 42429
item28376          37417 94494
item28377          42807 32036
item28378          44948 69479
item28379          30850 4577
item28380          28106 76794
item28381          48727 52657
item28382          40011 84760
item28383          21971 45603
item28384          44116 91392
item28385          2443 52242
item28386          47165 23760
item28387          22456 81675
item28388          13214 82495
item28389          16424 3777
item28390          39965 19612
item28391          7426 45659
item28392          48354 34623
item28393          22042 78375
item28394          1071 36401
item28395          43570 31613
item28396          14994 86586
item28397          14607 59544
item28398          21891 44765
item28399          18276 36710
item28400          39796 77999
item28401          14066 97199
item28402          43804 98197
item28403          38607 45382
item28404          26153 6559
item28405          9387 74718
item28406          8911 30188
item28407          18729 19617
item28408          17874 6119
item28409          47923 20556
item28410          19686 68767
item28411          14625 94361
item28412          19899 30512
item28413          31189 7275
item28414          15421 32919
item28415          11085 7370
item28416          12881 70023
item28417          48725 42379
item28418          15378 85301
item28419          46077 87948
item28420          21242 68860
item28421          22821 62991
item28422          14606 6217
item28423          14770 4314
item28424          25409 2392
item28425          24489 29487
item28426          11448 27848
item28427          43149 57628
item28428          22075 57920
item28429          21297 67987
item28430          6240 35004
item28431          17104 66798
item28432          7779 22149
item28433          16299 88335
item28434          34482 9949
item28435          49870 49262
item28436          22040 78783
item28437          49657 57365
item28438          12458 86519
item28439          4416 55078
item28440          33208 22452
item28441          46546 15970
item28442          22544 83171
item28443          765 40637
item28444          14234 18461
item28445          41637 31437
item28446          25805 51640
item28447          7487 80265
item28448          46079 65999
item28449          13448 78724
item28450          37603 2541
item28451          27336 21270
item28452          14260 25117
item28453          3679 7325
item28454          30333 87627
item28455          19444 70213
item28456          19355 98304
item28457          3245 10178
item28458          48848 88853
item28459          13812 32174
item28460          31968 1077
item28461          28062 54623
item28462          30150 74944
item28463          3565 28692
item28464          33212 99096
item28465          42226 14240
item28466          32809 61805
item28467          3586 62898
item28468          17916 43118
item28469          41971 74981
item28470          36517 23176
item28471          12423 20679
item28472          46219 68250
item28473          32845 27695
item28474          34882 96634
item28475          22257 20270
item28476          33358 46786
item28477          35533 56599
item28478          14372 83681
item28479          29967 95312
item28480          47033 70396
item28481          45553 55001
item28482          37709 53730
item28483          38412 46779
item28484          45509 11169
item28485          7359 5811
item28486          42072 23184
item28487          6408 31880
item28488          25466 53779
item28489          8998 72012
item28490          34688 73735
item28491          48758 27514
item28492          42030 13456
item28493          30738 21294
item28494          19766 83834
item28495          25643 26853
item28496          36575 61057
item28497          25016 99822
item28498          20568 14567
item28499          34831 67398
item28500          1109 11540
item28501          5104 22181
item28502          26460 44311
item28503          7590 46995
item28504          19513 72105
item28505          21825 92848
item28506          37311 93269
item28507          41206 45543
item28508          44619 4107
item28509          10219 60882
item28510          3288 52288
item28511          15453 11526
item28512          19729 87386
item28513          45746 18073
item28514          37677 69457
item28515          46334 29821
item28516          32472 252
item28517          40000 58850
item28518          31567 59497
item28519          3786 68028
item28520          15130 47182
item28521          23509 29692
item28522          37195 70472
item28523          2021 31510
item28524          667 62571
item28525          30741 76919
item28526          12448 41320
item28527          33283 31533
item28528          14496 63177
item28529          43847 12311
item28530          37695 34647
item28531          25966 51060
item28532          11294 89822
item28533          47338 98117
item28534          29006 10306
item28535          2469 68154
item28536          6880 56365
item28537          42075 88013
item28538          9575 58779
item28539          17518 32010
item28540          40920 91718
item28541          18386 61530
item28542          36344 40082
item28543          38715 37519
item28544          8551 63720
item28545          27272 35965
item28546          9038 17288
item28547          36910 1052
item28548          38859 7707
item28549          4449 11065
item28550          18602 82302
item28551          7838 51047
item28552          27131 90908
item28553          9687 64844
item28554          24404 30029
item28555          37857 94598
item28556          4692 44138
item28557          39869 37351
item28558          2543 68618
item28559          2222 7775
item28560          16601 10677
item28561          26051 85443
item28562          47436 11730
item28563          48496 87001
item28564          17033 67616
item28565          36127 83092
item28566          10767 48252
item28567          43831 37849
item28568          34888 57241
item28569          29344 81407
item28570          31266 22316
item28571          2826 47752
item28572          45396 27613
item28573          16396 11913
item28574          45862 93011
item28575          37128 8897
item28576          38840 27900
item28577          15783 21671
item28578          22955 19034
item28579          13923 56842
item28580          14870 55061
item28581          3834 66040
item28582          19862 65093
item28583          29981 75526
item28584          1192 40850
item28585          6084 16342
item28586          23214 82207
item28587          28815 96699
item28588          48549 44729
item28589          39137 86136
item28590          16629 21835
item28591          6477 51443
item28592          27410 77133
item28593          34072 12160
item28594          7566 93691
item28595          46188 76819
item28596          36742 77007
item28597          2587 45334
item28598          41438 13115
item28599          26610 36986
item28600          10757 77534
item28601          5983 25488
item28602          45011 15591
item28603          5461 49169
item28604          38164 29237
item28605          17643 46541
item28606          18246 26193
item28607          13881 57295
item28608          13536 46614
item28609          46826 97386
item28610          35177 77714
item28611          33160 76938
item28612          6297 20622
item28613          37405 61994
item28614          20264 94034
item28615          2064 4061
item28616          32554 46286
item28617          33870 36655
item28618          43084 97037
item28619          38626 21149
item28620          1984 26810
item28621          29876 32054
item28622          36396 79592
item28623          32072 91277
item28624          3289 58083
item28625          10702 52090
item28626          15843 82430
item28627          40235 6403
item28628          1929 60770
item28629          41464 90660
item28630          19246 71275
item28631          23495 6397
item28632          7659 69546
item28633          4833 77053
item28634          14092 98025
item28635          41290 87926
item28636          34917 814
item28637          44578 25515
item28638          8196 16280
item28639          29233 40337
item28640          40426 36957
item28641          8803 86244
item28642          5811 37141
item28643          31924 82545
item28644          8080 81729
item28645          17408 8340
item28646          35521 58905
item28647          46281 63703
item28648          1816 81180
item28649          1440 34728
item28650          11192 58319
item28651          13364 99780
item28652          28941 69573
item28653          46271 22445
item28654          3168 14525
item28655          42626 46743
item28656          17641 41872
item28657          29345 46068
item28658          47736 11110
item28659          2269 57519
item28660          14865 47638
item28661          25741 37192
item28662          40843 98877
item28663          49383 37792
item28664          42285 25004
item28665          48156 68021
item28666          48927 22318
item28667          2396 73683
item28668          9958 12307
item28669          1775 21850
item28670          3760 29125
item28671          17020 68353
item28672          45294 75431
item28673          47358 44475
item28674          20967 81923
item28675          32750 86067
item28676          39910 7674
item28677          34614 44649
item28678          9559 25455
item28679          40552 44332
item28680          9813 77364
item28681          31075 79776
item28682          29624 72447
item28683          30837 29168
item28684          48752 6538
item28685          46362 37937
item28686          44491 28345
item28687          20190 13389
item28688          7962 41420
item28689          22753 1800
item28690          18374 92545
item28691          43031 54710
item28692          48522 93600
item28693          9278 81708
item28694          40053 33310
item28695          20269 59031
item28696          40455 95158
item28697          25233 62728
item28698          4591 32647
item28699          40383 59219
item28700          34896 64923
item28701          41243 44103
item28702          645 64717
item28703          3026 81782
item28704          9270 42233
item28705          1436 90342
item28706          42850 34254
item28707          12810 17120
item28708          36481 23767
item28709          49109 4171
item28710          27595 78909
item28711          45335 47666
item28712          23958 82780
item28713          23655 96721
item28714          23835 84266
item28715          15656 42661
item28716          15143 93319
item28717          41077 58335
item28718          35574 60527
item28719          23922 37395
item28720          40729 97153
item28721          26386 35317
item28722          23969 33640
item28723          18884 85798
item28724          17548 68748
item28725          15336 26930
item28726          24260 24108
item28727          18196 41774
item28728          37572 58889
item28729          37785 65892
item28730          23790 72556
item28731          32383 19863
item28732          14988 22637
item28733          42406 40397
item28734          47573 42524
item28735          24170 15081
item28736          21866 72570
item28737          37978 83737
item28738          24496 85983
item28739          14546 29945
item28740          33199 92682
item28741          25516 25350
item28742          33247 43758
item28743          32309 7451
item28744          20028 57479
item28745          18824 17424
item28746          9946 58959
item28747          11522 4801
item28748          17301 8045
item28749          42134 30408
item28750          22157 91312
item28751          44229 73986
item28752          41956 56204
item28753          10855 14339
item28754          20275 41459
item28755          19976 80848
item28756          21290 97249
item28757          29119 20925
item28758          46663 85768
item28759          36852 64932
item28760          47943 74870
item28761          11076 17112
item28762          14697 30600
item28763          4263 6551
item28764          37930 40495
item28765          43911 99227
item28766          16891 93867
item28767          23990 36930
item28768          45450 94495
item28769          7671 82055
item28770          49756 68456
item28771          28365 51258
item28772          46329 20846
item28773          20075 78155
item28774          4913 69580
item28775          34078 6411
item28776          41794 74170
item28777          49596 33807
item28778          6495 24839
item28779          9588 41038
item28780          1987 76810
item28781          4378 60716
item28782          42051 77333
item28783          21546 14542
item28784          39193 38145
item28785          41776 47159
item28786          33701 90223
item28787          7055 44252
item28788          15284 76261
item28789          49593 11334
item28790          2761 52446
item28791          46009 64633
item28792          8325 91991
item28793          29238 92374
item28794          7216 16147
item28795          39710 93188
item28796          96 2603
item28797          7102 75307
item28798          33419 99829
item28799          35130 56464
item28800          24160 91797
item28801          9953 28715
item28802          31540 47395
item28803          36779 40221
item28804          45406 76960
item28805          36582 97419
item28806          3182 29011
item28807          46764 64362
item28808          42308 66788
item28809          22219 76034
item28810          18238 18043
item28811          47861 43731
item28812          4912 16404
item28813          43377 20590
item28814          34718 27670
item28815          13772 61703
item28816          47963 46265
item28817          35111 83688
item28818          10483 74826
item28819          33138 52851
item28820          23978 42844
item28821          21928 52714
item28822          25501 83324
item28823          7836 50234
item28824          27551 84821
item28825          36267 25495
item28826          20719 37102
item28827          33760 41279
item28828          45231 33725
item28829          17532 53182
item28830          8370 15694
item28831          44514 21158
item28832          48882 94400
item28833          18447 10364
item28834          38504 99189
item28835          49784 19584
item28836          43485 40720
item28837          36362 92470
item28838          40310 25387
item28839          49408 82114
item28840          37644 78477
item28841          18092 33565
item28842          28201 67650
item28843          42246 69792
item28844          6348 2082
item28845          28269 32512
item28846          26104 86919
item28847          28354 44915
item28848          17472 85863
item28849          34535 46668
item28850          33681 30385
item28851          23 99596
item28852          2113 86428
item28853          2611 8199
item28854          29078 23772
item28855          17421 1725
item28856          49776 80733
item28857          31450 46820
item28858          10212 23155
item28859          18372 25466
item28860          41200 80
item28861          28741 46129
item28862          31494 92155
item28863          6145 80743
item28864          49677 9184
item28865          29484 97950
item28866          33187 89082
item28867          43121 52365
item28868          12649 89263
item28869          7504 22785
item28870          14340 43275
item28871          46454 82138
item28872          21075 62720
item28873          23118 6383
item28874          24581 98057
item28875          9864 9490
item28876          15190 62851
item28877          45646 96915
item28878          21725 48442
item28879          3018 32721
item28880          47348 48578
item28881          46057 80141
item28882          49459 33198
item28883          16652 13500
item28884          34144 27304
item28885          22198 88910
item28886          374 83764
item28887          29188 28053
item28888          14204 53051
item28889          7063 72603
item28890          40968 66299
item28891          29255 40478
item28892          24565 22271
item28893          3664 71346
item28894          38501 26708
item28895          19568 6920
item28896          33644 52697
item28897          24228 87241
item28898          8805 16
item28899          16542 30675
item28900          31155 13813
item28901          1939 44808
item28902          41865 18927
item28903          14267 99913
item28904          9912 94131
item28905          39724 32508
item28906          29494 56403
item28907          19784 36661
item28908          48483 22305
item28909          5706 10630
item28910          34590 74619
item28911          18157 90619
item28912          9446 67873
item28913          22304 53719
item28914          44191 67733
item28915          39131 12204
item28916          49338 81643
item28917          16929 23553
item28918          9251 51600
item28919          27736 27342
item28920          28427 733
item28921          30498 91140
item28922          1200 91522
item28923          21350 68986
item28924          1241 74751
item28925          48305 11665
item28926          19701 32287
item28927          29382 25197
item28928          34253 24293
item28929          33693 56587
item28930          20478 32645
item28931          21968 25450
item28932          12250 2346
item28933          33969 29933
item28934          28853 33122
item28935          19700 87400
item28936          3793 81159
item28937          49719 96908
item28938          9384 62391
item28939          26447 89092
item28940          5383 5480
item28941          13036 76985
item28942          14992 3651
item28943          27062 51047
item28944          18291 35434
item28945          4037 27761
item28946          20221 80147
item28947          39195 38632
item28948          17483 23298
item28949          34570 45259
item28950          6901 24889
item28951          47331 87527
item28952          21257 4330
item28953          48457 94460
item28954          36787 34519
item28955          36154 56479
item28956          30975 20577
item28957          13254 63788
item28958          3923 46348
item28959          49991 92295
item28960          39109 86285
item28961          34384 75367
item28962          28931 7238
item28963          42474 86849
item28964          21013 54895
item28965          17855 94611
item28966          10321 39304
item28967          17123 56949
item28968          14010 70431
item28969          46005 32066
item28970          46859 8767
item28971          10303 12272
item28972          16367 62984
item28973          9471 81942
item28974          15135 91636
item28975          25203 18669
