150000 1 25000
item1          7672 6743
item14103          17365 12696
item14104          5112 10152
item14105          16379 35569
item14106          19595 43760
item14107          15233 45141
item14108          10801 23216
item14109          21655 24775
item14110          21772 29640
item14111          5289 33714
item14112          4253 2403
item14113          16773 28295
item14114          6012 7160
item14115          7171 8552
item14116          10036 27059
item14117          17404 24594
item14118          22946 14329
item14119          21776 23337
item14120          13073 20074
item14121          19955 30178
item14122          15024 1687
item14123          23074 8348
item14124          22641 18829
item14125          19046 25546
item14126          405 14851
item14127          21694 35769
item14128          18794 2813
item14129          10565 18762
item14130          12343 45652
item14131          8435 38493
item14132          483 27839
item14133          1503 6315
item14134          15478 38304
item14135          15438 8348
item14136          24437 9527
item14137          22421 303
item14138          633 11811
item14139          5089 26952
item14140          4309 37921
item14141          9306 18908
item14142          13234 24026
item14143          21767 182
item14144          6274 29252
item14145          23076 36030
item14146          20005 17451
item14147          2585 29873
item14148          5283 39670
item14149          995 29008
item14150          7102 43391
item14151          19885 971
item14152          23609 38446
item14153          18999 40079
item14154          16300 15863
item14155          14836 19812
item14156          8844 25735
item14157          19286 47753
item14158          6764 48504
item14159          8064 37225
item14160          11540 30096
item14161          15846 20135
item14162          21020 31226
item14163          4606 33998
item14164          2873 41111
item14165          12434 24216
item14166          3584 22882
item14167          9496 39099
item14168          23262 8865
item14169          15181 1839
item14170          10894 1078
item14171          21074 7906
item14172          24193 12891
item14173          18733 44395
item14174          3531 1882
item14175          7527 27535
item14176          8796 43127
item14177          5025 28830
item14178          23454 25316
item14179          791 24461
item14180          17013 26180
item14181          8323 3308
item14182          13037 509
item14183          10716 8860
item14184          11954 18639
item14185          9074 18208
item14186          18240 5602
item14187          18551 16421
item14188          13409 36093
item14189          7262 3914
item14190          22087 8420
item14191          22347 26417
item14192          15197 27776
item14193          5349 22388
item14194          2480 24618
item14195          5980 16566
item14196          1590 33059
item14197          3274 17123
item14198          5197 7273
item14199          2829 39870
item14200          577 5594
item14201          17078 17018
item14202          4299 34719
item14203          12662 16150
item14204          9968 25253
item14205          626 31536
item14206          4288 43134
item14207          11612 1484
item14208          21957 27977
item14209          6302 43045
item14210          12461 43173
item14211          15259 5522
item14212          20689 14470
item14213          7366 7489
item14214          20379 31991
item14215          19153 10085
item14216          1447 47559
item14217          14185 42301
item14218          18732 26803
item14219          1855 12099
item14220          9081 15965
item14221          10332 35912
item14222          10940 29406
item14223          18022 28536
item14224          7854 4437
item14225          19705 44978
item14226          21145 5323
item14227          23994 38886
item14228          19295 5465
item14229          24224 4306
item14230          14209 23822
item14231          13899 42722
item14232          2079 13448
item14233          15351 21285
item14234          12230 40698
item14235          2158 48002
item14236          17334 28408
item14237          5247 7032
item14238          2972 31873
item14239          5852 27162
item14240          13834 34727
item14241          15902 12537
item14242          14812 45525
item14243          14120 14167
item14244          8803 48878
item14245          6788 41106
item14246          13890 32318
item14247          2194 28771
item14248          11656 20225
item14249          20540 37479
item14250          2762 46023
item14251          7600 20838
item14252          8255 48202
item14253          5642 13443
item14254          22377 39843
item14255          22160 14171
item14256          18616 8369
item14257          5428 2411
item14258          4687 37374
item14259          22856 44690
item14260          14950 7591
item14261          24140 38568
item14262          18887 32454
item14263          14809 35179
item14264          2179 3703
item14265          10449 16764
item14266          7610 27502
item14267          16804 48449
item14268          6718 23681
item14269          17888 40506
item14270          10911 22585
item14271          10611 24368
item14272          18657 352
item14273          1555 24057
item14274          6563 27880
item14275          449 19809
item14276          4674 5662
item14277          4643 27724
item14278          9955 40377
item14279          4276 5632
item14280          15906 9042
item14281          19046 8957
item14282          21106 10223
item14283          22377 43994
item14284          9731 41725
item14285          642 14960
item14286          19908 18743
item14287          20340 41754
item14288          24494 6648
item14289          1098 23851
item14290          15279 23313
item14291          2581 47184
item14292          377 28665
item14293          10628 3911
item14294          18930 1344
item14295          22089 6602
item14296          18438 21676
item14297          6799 2593
item14298          20016 24516
item14299          6870 36065
item14300          4647 37021
item14301          11717 33301
item14302          5622 27429
item14303          18372 44855
item14304          3771 20967
item14305          24627 27700
item14306          22918 1552
item14307          21793 42610
item14308          1330 43308
item14309          19841 23613
item14310          15514 14160
item14311          18147 42585
item14312          11685 47729
item14313          24806 19187
item14314          22321 11967
item14315          12429 26456
item14316          10611 49053
item14317          19156 10498
item14318          12472 447
item14319          18899 12490
item14320          1526 29876
item14321          24595 34190
item14322          3648 8983
item14323          3596 5106
item14324          2417 26233
item14325          7045 49059
item14326          11223 49032
item14327          9040 13419
item14328          20663 34874
item14329          4627 16295
item14330          7290 11449
item14331          7079 29798
item14332          15201 33756
item14333          23447 45307
item14334          466 25570
item14335          4251 10667
item14336          18069 23597
item14337          1927 2387
item14338          6392 26490
item14339          10231 23564
item14340          4632 24912
item14341          2871 48494
item14342          22977 10501
item14343          16316 31187
item14344          12952 29878
item14345          16255 30668
item14346          10761 49078
item14347          23739 24241
item14348          16026 21877
item14349          2575 2724
item14350          5075 44983
item14351          11423 49508
item14352          11881 44352
item14353          466 30565
item14354          19593 24208
item14355          19120 17650
item14356          166 5334
item14357          10533 45229
item14358          22115 41595
item14359          852 18595
item14360          7362 42584
item14361          22303 47210
item14362          7664 45407
item14363          1323 30802
item14364          8479 28795
item14365          12768 30044
item14366          23992 4156
item14367          14806 21321
item14368          20978 33380
item14369          22686 32805
item14370          10153 11967
item14371          7123 657
item14372          21033 17972
item14373          19342 1141
item14374          6182 6072
item14375          8545 37141
item14376          10769 43384
item14377          18923 10206
item14378          24238 12728
item14379          4969 30360
item14380          4406 41881
item14381          14343 26249
item14382          3646 26278
item14383          21268 45882
item14384          6119 36717
item14385          5968 3315
item14386          1766 17895
item14387          6328 13833
item14388          18703 39944
item14389          15185 32959
item14390          6151 21463
item14391          23965 16960
item14392          5058 34123
item14393          17483 8174
item14394          21151 36615
item14395          3813 35920
item14396          11368 38075
item14397          11887 18403
item14398          18926 13948
item14399          4686 45859
item14400          10220 11831
item14401          6030 35006
item14402          15572 3113
item14403          9748 22045
item14404          23616 3466
item14405          20488 6620
item14406          14179 7424
item14407          10329 29248
item14408          9031 8908
item14409          2094 27598
item14410          18169 788
item14411          4181 29117
item14412          179 6629
item14413          22733 28587
item14414          16792 42402
item14415          12781 27283
item14416          14614 10032
item14417          19121 49208
item14418          22969 24792
item14419          17156 7516
item14420          18404 32474
item14421          7110 13373
item14422          20825 44481
item14423          22822 11383
item14424          18632 11729
item14425          13777 32448
item14426          24659 2593
item14427          11775 39206
item14428          4827 8466
item14429          3384 40427
item14430          3081 17203
item14431          13407 29520
item14432          24664 23537
item14433          13639 46638
item14434          5287 41701
item14435          14475 38708
item14436          2839 49564
item14437          5075 18590
item14438          7420 35280
item14439          15612 36804
item14440          2578 34001
item14441          8247 10407
item14442          14862 19229
item14443          23344 5471
item14444          18374 47088
item14445          23760 49766
item14446          14989 20277
item14447          21792 36704
item14448          6381 47705
item14449          20032 5700
item14450          13757 47911
item14451          5152 43672
item14452          6146 8096
item14453          22369 41305
item14454          13286 45434
item14455          12596 1398
item14456          1308 35511
item14457          3469 21489
item14458          20838 36975
item14459          24573 22524
item14460          16746 46323
item14461          9028 28743
item14462          870 30000
item14463          22675 42685
item14464          3676 1528
item14465          11547 15843
item14466          1419 19191
item14467          1385 38345
item14468          6443 43592
item14469          16983 23457
item14470          5868 27676
item14471          14143 41849
item14472          11793 2081
item14473          9493 29349
item14474          5134 11970
item14475          2082 15837
item14476          18894 33204
item14477          10973 16589
item14478          22550 6236
item14479          1610 13615
item14480          13037 39887
item14481          22757 24252
item14482          20705 48177
item14483          16046 49707
item14484          18041 27938
item14485          21368 46876
item14486          7114 35210
item14487          14371 19480
item14488          20214 6443
item14489          12163 48788
item14490          12973 26992
item14491          10674 26759
item14492          14895 40489
item14493          8809 17452
item14494          24903 36624
item14495          14744 21066
item14496          8387 47479
item14497          23024 24994
item14498          24370 21007
item14499          16704 47107
item14500          2223 5645
item14501          2796 9160
item14502          9955 24757
item14503          9865 43471
item14504          15044 49436
item14505          10891 49356
item14506          23719 39381
item14507          13354 10747
item14508          16334 28127
item14509          11346 18536
item14510          11600 10621
item14511          4642 12177
item14512          22398 27696
item14513          11408 17898
item14514          17992 13545
item14515          4378 45023
item14516          1324 49925
item14517          22920 21707
item14518          2001 6218
item14519          8992 39367
item14520          19799 31007
item14521          13521 34745
item14522          5914 32382
item14523          17950 32312
item14524          23661 30743
item14525          430 41858
item14526          19517 45189
item14527          12258 7740
item14528          12615 16774
item14529          5597 19488
item14530          18066 2472
item14531          856 14005
item14532          13612 4048
item14533          24597 12424
item14534          21622 21414
item14535          3493 10157
item14536          3956 11119
item14537          10251 42078
item14538          22524 10819
item14539          3785 35957
item14540          2689 24090
item14541          11650 2534
item14542          9269 18042
item14543          16364 43707
item14544          16712 29101
item14545          15442 1059
item14546          4943 28960
item14547          14294 19445
item14548          12304 25470
item14549          2510 47398
item14550          11658 16255
item14551          4775 39441
item14552          4870 11093
item14553          12342 49995
item14554          14787 16178
item14555          22221 30832
item14556          14918 37704
item14557          24908 20860
item14558          5346 32329
item14559          12734 26841
item14560          23020 11801
item14561          19161 21387
item14562          9876 7006
item14563          8875 25939
item14564          14976 2478
item14565          21894 17855
item14566          17352 12182
item14567          15235 13785
item14568          16973 11244
item14569          23084 6630
item14570          13501 43440
item14571          1359 24798
item14572          22394 16336
item14573          18216 21756
item14574          1434 5884
item14575          4418 14587
item14576          21534 43256
item14577          21894 20606
item14578          3335 18367
item14579          2747 15679
item14580          2578 26803
item14581          7932 18452
item14582          23266 30627
item14583          22934 33944
item14584          22425 45339
item14585          10417 30186
item14586          9356 33720
item14587          13683 5189
item14588          1847 24383
item14589          8600 40179
item14590          7628 18515
item14591          9983 18691
item14592          15690 17522
item14593          15979 21504
item14594          4276 35149
item14595          5926 5409
item14596          12876 45124
item14597          22331 18488
item14598          3981 27374
item14599          2145 45283
item14600          21719 1971
item14601          13081 45400
item14602          7126 25042
item14603          2380 12588
item14604          7058 25694
item14605          23531 34093
item14606          10592 4055
item14607          20996 42629
item14608          5982 6684
item14609          10435 8984
item14610          11518 41777
item14611          22375 41243
item14612          23561 10171
item14613          15081 13838
item14614          610 19311
item14615          2307 16665
item14616          4476 12132
item14617          24387 6412
item14618          21599 33136
item14619          8415 11310
item14620          474 6385
item14621          17170 34244
item14622          7352 46245
item14623          5667 23594
item14624          5176 8081
item14625          12159 46752
item14626          10245 5855
item14627          11599 12244
item14628          17479 37301
item14629          8895 1587
item14630          23308 41287
item14631          23306 2329
item14632          16020 7523
item14633          23628 15107
item14634          18256 45762
item14635          16199 9285
item14636          8027 2808
item14637          22576 44051
item14638          14831 46995
item14639          17177 41289
item14640          2289 17306
item14641          19930 48768
item14642          24640 30373
item14643          1267 7834
item14644          9323 17074
item14645          170 9819
item14646          8749 38975
item14647          962 5452
item14648          6450 24651
item14649          14579 36484
item14650          7549 24662
item14651          5491 18258
item14652          15966 6557
item14653          5145 46530
item14654          12989 45269
item14655          12290 20673
item14656          1752 5253
item14657          15633 1726
item14658          1113 29225
item14659          24747 34402
item14660          8606 43913
item14661          23098 25685
item14662          17685 48230
item14663          3826 24690
item14664          491 26460
item14665          7168 19094
item14666          11177 21030
item14667          22834 33592
item14668          1794 47006
item14669          1049 14521
item14670          22326 13736
item14671          10529 49328
item14672          13584 47532
item14673          15080 48687
item14674          13602 23471
item14675          16072 45934
item14676          9493 36953
item14677          16184 2028
item14678          24683 37048
item14679          18402 28999
item14680          7539 33563
item14681          17123 22073
item14682          6953 41218
item14683          8268 171
item14684          9453 31695
item14685          4656 24743
item14686          12763 670
item14687          4988 11156
item14688          22919 15359
item14689          1965 13152
item14690          18074 10894
item14691          10263 20017
item14692          11462 6774
item14693          19212 46286
item14694          24845 7427
item14695          1136 42039
item14696          17545 45391
item14697          11041 24889
item14698          9785 33362
item14699          19783 19124
item14700          23686 47240
item14701          5072 15578
item14702          10028 5996
item14703          20116 25121
item14704          6370 34786
item14705          15948 11885
item14706          23646 13732
item14707          6539 14897
item14708          6871 21730
item14709          13981 41177
item14710          20849 26830
item14711          21047 48466
item14712          11129 21965
item14713          13978 33064
item14714          11677 30630
item14715          7607 16236
item14716          23582 1097
item14717          20673 21049
item14718          11610 18593
item14719          3839 20510
item14720          507 24423
item14721          18443 37972
item14722          19303 5071
item14723          11885 31488
item14724          17009 9560
item14725          3178 43416
item14726          1024 5750
item14727          558 19394
item14728          95 1355
item14729          13420 13406
item14730          13310 18609
item14731          2568 11796
item14732          2601 7851
item14733          22847 5949
item14734          16588 18541
item14735          2538 9831
item14736          6277 34492
item14737          21172 48636
item14738          7644 41027
item14739          8400 13853
item14740          13308 28793
item14741          8972 15248
item14742          5101 1668
item14743          10104 20353
item14744          10369 11786
item14745          10722 31612
item14746          6944 49702
item14747          12947 45720
item14748          17778 22754
item14749          20864 27162
item14750          7316 23626
item14751          1778 32237
item14752          986 1578
item14753          5572 27486
item14754          2859 18412
item14755          23754 44024
item14756          174 2037
item14757          9757 43610
item14758          24603 15921
item14759          14140 27817
item14760          6240 29028
item14761          8023 9798
item14762          10829 21061
item14763          15866 36099
item14764          18568 29397
item14765          19590 35520
item14766          13580 790
item14767          13048 44602
item14768          16662 14309
item14769          22277 40915
item14770          20357 30746
item14771          22236 28490
item14772          7992 19050
item14773          6545 18695
item14774          20392 43567
item14775          12280 45226
item14776          7027 25227
item14777          24041 9796
item14778          16813 13343
item14779          23501 48256
item14780          9018 8616
item14781          24256 34679
item14782          12262 25032
item14783          9888 12905
item14784          17345 24528
item14785          14141 9346
item14786          12364 43374
item14787          23897 39638
item14788          22745 1715
item14789          6674 40563
item14790          1770 19349
item14791          18685 10574
item14792          16842 13011
item14793          19378 22560
item14794          17650 16391
item14795          2487 8995
item14796          24512 47739
item14797          3951 46499
item14798          1791 46866
item14799          20929 10850
item14800          24147 30008
item14801          754 32211
item14802          9257 30751
item14803          2938 28660
item14804          9457 29195
item14805          316 27733
item14806          13131 10262
item14807          21531 43894
item14808          22737 31058
item14809          713 3564
item14810          16097 1942
item14811          7249 38772
item14812          517 31080
item14813          11776 27067
item14814          11131 7222
item14815          11433 2838
item14816          2395 32448
item14817          13730 21393
item14818          2388 45590
item14819          10999 29596
item14820          2704 40968
item14821          4289 41035
item14822          4929 7422
item14823          23021 6523
item14824          24541 21735
item14825          10458 34486
item14826          13715 3455
item14827          21974 22673
item14828          16788 31357
item14829          22726 12616
item14830          868 17304
item14831          21733 10747
item14832          16089 15
item14833          23948 35191
item14834          15350 23604
item14835          7890 1859
item14836          18187 20269
item14837          21431 29648
item14838          3528 44332
item14839          21343 22635
item14840          8080 12971
item14841          8454 37302
item14842          18313 33381
item14843          4664 31276
item14844          14978 31355
item14845          5129 39488
item14846          11975 6094
item14847          13727 4455
item14848          3101 28555
item14849          14112 6950
item14850          15753 16908
item14851          8567 27700
item14852          12794 19198
item14853          21766 5187
item14854          15379 34653
item14855          10353 19977
item14856          9700 49639
item14857          19 31664
item14858          6102 17140
item14859          1662 12158
item14860          18962 734
item14861          8859 26991
item14862          10838 36008
item14863          6975 33599
item14864          17686 17982
item14865          16019 38017
item14866          11921 36410
item14867          21208 37539
item14868          17956 33436
item14869          12946 34776
item14870          16933 6570
item14871          19911 9467
item14872          8153 12158
item14873          3787 7471
item14874          3773 20929
item14875          8828 6879
item14876          22151 36056
item14877          1217 4497
item14878          2805 9604
item14879          9693 42655
item14880          6872 43103
item14881          11739 15160
item14882          16386 49471
item14883          9232 49843
item14884          1940 46240
item14885          11973 32382
item14886          19267 39665
item14887          17551 33991
item14888          20598 37790
item14889          10464 4541
item14890          7648 33463
item14891          3193 48174
item14892          1237 12378
item14893          19574 48243
item14894          6082 34847
item14895          258 30459
item14896          19232 23630
item14897          19049 15715
item14898          24750 39741
item14899          6259 6879
item14900          14103 38029
item14901          17099 42523
item14902          24861 21794
item14903          18092 12472
item14904          22771 25976
item14905          5414 34074
item14906          10 14940
item14907          20284 682
item14908          15515 8653
item14909          2143 21966
item14910          14675 3805
item14911          19954 30258
item14912          21570 41844
item14913          404 46782
item14914          1407 45669
item14915          15930 24000
item14916          22176 21647
item14917          1518 8438
item14918          17728 5246
item14919          1388 46724
item14920          5955 22955
item14921          22205 13615
item14922          6990 39320
item14923          22456 4239
item14924          18546 27699
item14925          19152 34646
item14926          17520 34121
item14927          19434 186
item14928          6648 19027
item14929          4227 2984
item14930          24216 11194
item14931          11458 17807
item14932          99 44234
item14933          20366 23035
item14934          200 39325
item14935          9812 6583
item14936          12273 37227
item14937          1353 37395
item14938          10997 20848
item14939          4230 40511
item14940          9548 43181
item14941          9404 1074
item14942          21704 30317
item14943          21869 21486
item14944          12017 3348
item14945          14360 24229
item14946          11052 35306
item14947          6883 39264
item14948          9845 977
item14949          19981 11110
item14950          10813 42625
item14951          8045 38431
item14952          10341 31111
item14953          9504 10194
item14954          551 4086
item14955          24536 6427
item14956          659 44343
item14957          4090 26938
item14958          22269 17458
item14959          713 33754
item14960          20301 26123
item14961          23181 18867
item14962          5291 10395
item14963          2119 44262
item14964          11048 34634
item14965          8209 33723
item14966          6156 4899
item14967          23889 38193
item14968          20689 32516
item14969          15739 46368
item14970          13750 21182
item14971          23733 6696
item14972          5346 11986
item14973          19123 16936
item14974          5279 22265
item14975          18704 37512
item14976          6132 30138
item14977          23767 3854
item14978          24585 22251
item14979          14753 29750
item14980          20060 38379
item14981          7426 11056
item14982          3309 41432
item14983          24126 4118
item14984          11033 33432
item14985          10051 5800
item14986          11458 12658
item14987          11111 33974
item14988          21844 37960
item14989          12949 9589
item14990          24702 31973
item14991          20590 826
item14992          20322 25930
item14993          3945 23072
item14994          8970 19672
item14995          15133 918
item14996          14126 43396
item14997          6756 20636
item14998          8997 31227
item14999          2820 28443
item15000          2223 11835
item15001          23486 38616
item15002          10464 26035
item15003          24016 37294
item15004          16267 46127
item15005          9662 6297
item15006          17055 21854
item15007          14332 33239
item15008          19414 32924
item15009          722 49699
item15010          19102 8516
item15011          6853 40137
item15012          9019 26799
item15013          12051 17223
item15014          9341 40675
item15015          5945 839
item15016          19996 20098
item15017          3288 6221
item15018          4058 23762
item15019          18387 38737
item15020          23507 3634
item15021          24443 39898
item15022          16774 26471
item15023          6980 40352
item15024          10648 46357
item15025          1161 13522
item15026          3393 8957
item15027          22386 36756
item15028          7759 27710
item15029          13674 24878
item15030          7218 47029
item15031          24877 28340
item15032          6450 20221
item15033          9569 15318
item15034          4444 35997
item15035          22239 41584
item15036          9670 36834
item15037          9776 40656
item15038          5186 29602
item15039          13984 15935
item15040          15408 28441
item15041          11330 18682
item15042          22963 40393
item15043          9969 26057
item15044          14143 40046
item15045          2031 24092
item15046          12517 18591
item15047          1200 49
item15048          14165 32369
item15049          7063 24015
item15050          11656 13094
item15051          7418 49495
item15052          24082 31157
item15053          5261 2363
item15054          13415 38301
item15055          15475 30648
item15056          8654 8299
item15057          9513 9787
item15058          18246 19550
item15059          666 42272
item15060          10940 30479
item15061          1874 40886
item15062          14957 13886
item15063          368 41734
item15064          17764 27037
item15065          9795 1344
item15066          17468 12324
item15067          12452 24987
item15068          4189 42000
item15069          24212 15061
item15070          22990 35219
item15071          8730 39131
item15072          3107 16766
item15073          24220 8239
item15074          8418 6445
item15075          2598 3145
item15076          7067 36301
item15077          19738 7584
item15078          10754 40739
item15079          7599 41800
item15080          16754 16706
item15081          10275 25857
item15082          14007 21525
item15083          3218 11112
item15084          9126 39565
item15085          17924 11686
item15086          3077 38466
item15087          23002 16693
item15088          23532 36354
item15089          21472 37338
item15090          18360 2935
item15091          13501 3160
item15092          10325 41657
item15093          22009 39348
item15094          6393 41762
item15095          8964 43746
item15096          362 37931
item15097          2623 30232
item15098          14599 9562
item15099          18366 6258
item15100          9388 41338
item15101          20286 28132
item15102          7268 6736
item15103          3297 40952
item15104          1740 32876
item15105          12388 41008
item15106          8020 3336
item15107          11399 7528
item15108          858 30489
item15109          12017 41996
item15110          300 2534
item15111          20657 26999
item15112          9107 43538
item15113          3355 48755
item15114          24833 14741
item15115          22102 25537
item15116          18304 12503
item15117          16543 36831
item15118          3802 11570
item15119          7454 23302
item15120          7502 38427
item15121          16842 7274
item15122          20639 33827
item15123          21297 31418
item15124          12528 17843
item15125          7311 35575
item15126          3476 9578
item15127          11170 13840
item15128          19258 34224
item15129          4260 10818
item15130          3109 49418
item15131          18975 38705
item15132          21922 2988
item15133          6846 10756
item15134          4435 4882
item15135          18026 21507
item15136          6608 23450
item15137          24678 22584
item15138          11578 23719
item15139          18651 44370
item15140          919 37687
item15141          21423 6012
item15142          7578 4451
item15143          21640 8299
item15144          7687 27888
item15145          12983 13893
item15146          20432 31953
item15147          1027 27663
item15148          22502 42859
item15149          12195 17340
item15150          18091 40827
item15151          20669 12735
item15152          18947 3144
item15153          16180 30878
item15154          4676 29303
item15155          14303 21728
item15156          9645 16511
item15157          23999 49127
item15158          5106 40820
item15159          4098 17546
item15160          9147 7757
item15161          13850 45711
item15162          17069 23088
item15163          7900 14084
item15164          14064 34954
item15165          5631 39616
item15166          17265 35521
item15167          23271 921
item15168          13646 22338
item15169          24663 29896
item15170          8688 25777
item15171          1187 48869
item15172          21992 8797
item15173          9922 36334
item15174          7992 7856
item15175          13347 45652
item15176          3003 5041
item15177          3249 9337
item15178          9731 41839
item15179          4254 36435
item15180          23787 31440
item15181          12104 24082
item15182          23756 41720
item15183          14698 40959
item15184          2963 45944
item15185          13773 42435
item15186          9014 42146
item15187          2065 16065
item15188          9920 19308
item15189          11852 12083
item15190          995 213
item15191          3597 2842
item15192          16089 3986
item15193          16100 14426
item15194          23815 15631
item15195          12436 37520
item15196          16880 11823
item15197          7311 8976
item15198          12604 730
item15199          7527 433
item15200          22275 47057
item15201          21896 21654
item15202          6360 17401
item15203          815 44901
item15204          16140 13844
item15205          4462 194
item15206          9846 3310
item15207          16868 10515
item15208          9517 44258
item15209          11490 37389
item15210          7607 10941
item15211          3814 17407
item15212          24993 27894
item15213          18847 35675
item15214          10354 40097
item15215          14947 22167
item15216          14272 7019
item15217          12627 44106
item15218          10187 2867
item15219          17067 20173
item15220          5351 29590
item15221          21640 41957
item15222          19256 49630
item15223          1154 41972
item15224          20702 49927
item15225          8039 5152
item15226          17344 34385
item15227          18122 30891
item15228          13096 6504
item15229          13523 27718
item15230          16978 41121
item15231          18398 13724
item15232          19747 40757
item15233          9661 24042
item15234          4086 9233
item15235          282 5509
item15236          18111 14358
item15237          18586 29291
item15238          21065 46700
item15239          20349 21694
item15240          3454 31365
item15241          21079 37192
item15242          10223 3716
item15243          18703 3543
item15244          23109 3294
item15245          12958 12537
item15246          2568 22334
item15247          23523 4727
item15248          18437 78
item15249          20426 45232
item15250          22351 23157
item15251          3072 28280
item15252          268 15412
item15253          1371 33484
item15254          7752 45276
item15255          19904 17729
item15256          14625 960
item15257          9173 4794
item15258          1859 16852
item15259          22568 34866
item15260          19141 33437
item15261          7179 31023
item15262          14541 3431
item15263          12312 10911
item15264          21971 22426
item15265          16906 14053
item15266          9379 12146
item15267          20775 45046
item15268          16756 26980
item15269          92 35393
item15270          3799 23839
item15271          24626 49045
item15272          21580 25549
item15273          6090 42179
item15274          5380 437
item15275          23713 14679
item15276          19090 37356
item15277          1006 39798
item15278          3218 13938
item15279          21706 42610
item15280          24555 40599
item15281          1992 26904
item15282          3405 44808
item15283          14425 32671
item15284          11472 10764
item15285          16249 48026
item15286          8756 2685
item15287          6305 25373
item15288          24823 15056
item15289          270 44043
item15290          5843 12814
item15291          245 5377
item15292          4138 42
item15293          8429 10912
item15294          2456 33346
item15295          19353 10380
item15296          14429 48545
item15297          16670 15282
item15298          6271 26988
item15299          24009 9982
item15300          15617 18724
item15301          23310 10781
item15302          23662 13707
item15303          14905 29627
item15304          21936 31846
item15305          13850 15981
item15306          7612 13737
item15307          21155 41627
item15308          1466 47929
item15309          24327 34858
item15310          6863 5793
item15311          10312 8046
item15312          7146 31302
item15313          13214 28584
item15314          290 36269
item15315          8725 31903
item15316          1148 48465
item15317          7843 42057
item15318          21870 47598
item15319          6819 48808
item15320          24838 12894
item15321          4182 30507
item15322          8078 44903
item15323          12879 5554
item15324          17620 3617
item15325          3795 47618
item15326          9513 15984
item15327          16858 22680
item15328          2783 43608
item15329          21434 38171
item15330          19728 28760
item15331          7645 14131
item15332          19566 24298
item15333          7441 47546
item15334          19569 46138
item15335          8482 34697
item15336          4247 5259
item15337          796 23176
item15338          3327 30412
item15339          4020 25734
item15340          10483 21308
item15341          11432 27003
item15342          22141 39678
item15343          5599 32630
item15344          7272 30283
item15345          15541 8966
item15346          6241 31453
item15347          16804 6876
item15348          16258 4500
item15349          18372 40078
item15350          13473 31485
item15351          5259 25812
item15352          13415 8988
item15353          1717 3887
item15354          17900 14641
item15355          12232 9108
item15356          1955 19500
item15357          6461 23637
item15358          16741 2222
item15359          14927 15454
item15360          13560 4863
item15361          3574 45495
item15362          7073 22856
item15363          18107 45955
item15364          10622 37659
item15365          24060 24743
item15366          4096 8171
item15367          13442 22568
item15368          21769 25920
item15369          23837 1896
item15370          22918 27466
item15371          11518 9485
item15372          17387 5014
item15373          18304 31453
item15374          596 14819
item15375          5748 301
item15376          5548 20001
item15377          22885 49088
item15378          4964 6607
item15379          11515 39149
item15380          7193 11208
item15381          12846 6190
item15382          19851 38301
item15383          1560 7705
item15384          5073 31898
item15385          15827 2607
item15386          7782 6093
item15387          4816 5563
item15388          10280 44258
item15389          23381 12000
item15390          3102 35878
item15391          6132 17428
item15392          15439 22732
item15393          14594 29302
item15394          10373 36152
item15395          16684 34108
item15396          3011 9640
item15397          19778 47379
item15398          3985 25638
item15399          14357 42301
item15400          13737 16519
item15401          97 47874
item15402          2086 20813
item15403          13870 5958
item15404          14684 38630
item15405          24232 39082
item15406          13335 46284
item15407          21544 1739
item15408          24390 21704
item15409          6336 43509
item15410          18102 32417
item15411          15698 20516
item15412          18288 41523
item15413          9933 519
item15414          21877 3712
item15415          7934 17675
item15416          15313 25065
item15417          24108 12092
item15418          14267 35002
item15419          2589 43533
item15420          14601 37553
item15421          10291 10013
item15422          16265 23140
item15423          5361 13656
item15424          18810 15865
item15425          23998 6711
item15426          18538 16336
item15427          1157 44623
item15428          562 2800
item15429          8522 23463
item15430          3939 42404
item15431          23458 32860
item15432          5180 41372
item15433          2596 20564
item15434          1871 41422
item15435          22177 3139
item15436          2955 25865
item15437          12345 23977
item15438          5991 34849
item15439          16741 43833
item15440          17204 41518
item15441          17190 16714
item15442          9199 20570
item15443          5738 41016
item15444          7599 12066
item15445          24765 40684
item15446          16566 31958
item15447          15625 14164
item15448          21860 6907
item15449          21364 14899
item15450          24884 29564
item15451          14757 49260
item15452          19406 31829
item15453          8196 17439
item15454          4042 36849
item15455          3854 25594
item15456          17730 18048
item15457          11450 19740
item15458          7692 33096
item15459          7634 6566
item15460          22438 32150
item15461          20317 30107
item15462          7798 38665
item15463          20657 713
item15464          24138 46742
item15465          7012 46869
item15466          13401 33517
item15467          12475 3068
item15468          1789 15891
item15469          209 6039
item15470          4701 25900
item15471          9406 40798
item15472          4448 1383
item15473          20989 30784
item15474          1833 6169
item15475          6555 8610
item15476          16742 27476
item15477          18242 21523
item15478          9227 34773
item15479          840 45476
item15480          7399 45571
item15481          528 2289
item15482          19300 19448
item15483          10487 3388
item15484          7734 14073
item15485          21301 27134
item15486          11281 35421
item15487          4718 33451
item15488          4716 49961
item15489          4520 11415
item15490          12078 10962
item15491          8305 32117
item15492          23513 23711
item15493          6552 7066
item15494          11660 43684
item15495          12249 38677
item15496          16719 20008
item15497          23107 37366
item15498          9504 28028
item15499          1784 9655
item15500          9520 41910
item15501          1934 35649
item15502          22187 2182
item15503          18862 7134
item15504          3049 1623
item15505          21678 8717
item15506          23804 7588
item15507          19034 47290
item15508          5895 46806
item15509          10501 33463
