45000 1 10000
item1          4736 4397
item4720          6672 3061
item4721          6865 6528
item4722          7437 9150
item4723          7396 7482
item4724          2842 8205
item4725          1808 8720
item4726          4099 963
item4727          2487 621
item4728          6774 3643
item4729          5401 2449
item4730          6235 4388
item4731          4667 14480
item4732          5831 4918
item4733          5832 12389
item4734          4106 4932
item4735          4715 6951
item4736          4809 8755
item4737          2892 13901
item4738          4459 4044
item4739          3774 7683
item4740          1149 4407
item4741          4785 2182
item4742          4190 14205
item4743          5361 7320
item4744          1517 1897
item4745          5611 858
item4746          5653 5063
item4747          6620 11927
item4748          6377 7040
item4749          6659 7964
item4750          4075 4190
item4751          1123 4796
item4752          2236 7164
item4753          2948 10833
item4754          1589 13096
item4755          5521 9042
item4756          1080 14518
item4757          4127 7664
item4758          6501 1124
item4759          782 13692
item4760          4650 7299
item4761          369 9831
item4762          938 11650
item4763          7277 13082
item4764          7198 2648
item4765          6949 1936
item4766          2114 14593
item4767          7108 7536
item4768          6377 25
item4769          795 14938
item4770          5318 6397
item4771          985 9887
item4772          6024 8367
item4773          4136 8879
item4774          1718 8289
item4775          4241 7817
item4776          3980 3642
item4777          7319 9473
item4778          2821 2652
item4779          3863 10654
item4780          2338 3593
item4781          2873 13778
item4782          1577 2629
item4783          1026 5020
item4784          3028 8853
item4785          1329 11977
item4786          6356 1989
item4787          1576 11459
item4788          1350 12264
item4789          3909 5616
item4790          6210 11212
item4791          2986 3401
item4792          924 10544
item4793          6607 12970
item4794          2130 6093
item4795          4464 6525
item4796          4299 14132
item4797          871 11391
item4798          4398 13253
item4799          1052 9848
item4800          4666 12433
item4801          5453 10990
item4802          608 14157
item4803          4377 3747
item4804          5607 13340
item4805          526 7961
item4806          35 13542
item4807          7115 1327
item4808          5180 9511
item4809          3021 12930
item4810          2 6677
item4811          441 1296
item4812          7482 14691
item4813          3751 12700
item4814          4028 8865
item4815          1899 13256
item4816          2862 14156
item4817          586 11828
item4818          7491 3037
item4819          953 561
item4820          7397 13099
item4821          6978 12889
item4822          3441 13459
item4823          3167 13506
item4824          1083 4687
item4825          3797 969
item4826          5423 7831
item4827          281 12539
item4828          4428 14327
item4829          3807 9476
item4830          6783 8998
item4831          4108 10105
item4832          7250 1590
item4833          4479 6754
item4834          2901 7630
item4835          4828 2725
item4836          2292 5075
item4837          4161 1652
item4838          4244 4779
item4839          427 2543
item4840          561 13055
item4841          1913 10806
item4842          7453 10176
item4843          7236 5105
item4844          4957 6171
item4845          347 2294
item4846          6581 10491
item4847          5889 2691
item4848          3697 8140
item4849          7012 10376
item4850          4479 6084
item4851          500 13151
item4852          5359 8060
item4853          5154 4073
item4854          3886 2546
item4855          4583 10987
item4856          114 11571
item4857          5370 10443
item4858          2150 9901
item4859          5783 543
item4860          5582 3912
item4861          1531 2811
item4862          5822 5678
item4863          5043 14503
item4864          1451 6532
item4865          5311 2249
item4866          1471 10267
item4867          3544 11020
item4868          6354 13908
item4869          1013 8697
item4870          6728 2818
item4871          4073 5945
item4872          4485 14210
item4873          4261 11018
item4874          1831 3135
item4875          4155 6348
item4876          6871 5796
item4877          5781 11197
item4878          4650 6056
item4879          836 3741
item4880          1950 259
item4881          4432 8270
item4882          1965 308
item4883          4635 4204
item4884          5354 9550
item4885          1386 13435
item4886          5504 164
item4887          6289 14617
item4888          1850 8658
item4889          3855 8919
item4890          3896 1522
item4891          5985 10202
item4892          6102 7839
item4893          2536 7705
item4894          6150 10323
item4895          5992 3645
item4896          1803 6851
item4897          1250 698
item4898          2330 8485
item4899          7201 11627
item4900          1230 7644
item4901          4159 8418
item4902          164 8470
item4903          1570 12495
item4904          3241 3857
item4905          3072 10400
item4906          4569 685
item4907          5503 11747
item4908          5245 10445
item4909          4807 6740
item4910          5137 9721
item4911          6207 7960
item4912          2182 946
item4913          3974 1005
item4914          3702 11680
item4915          4067 12151
item4916          5496 8738
item4917          7326 7102
item4918          2710 7118
item4919          2005 14307
item4920          5905 6712
item4921          6309 1753
item4922          4648 12582
item4923          6613 6230
item4924          4405 2464
item4925          3855 4072
item4926          2796 12744
item4927          4616 9615
item4928          5088 9632
item4929          7436 9074
item4930          6013 3179
item4931          2721 168
item4932          6430 13414
item4933          70 7770
item4934          5507 5985
item4935          2896 6211
item4936          5840 14202
item4937          5770 14737
item4938          2651 9830
item4939          3217 6101
item4940          476 14071
item4941          5640 10672
item4942          7428 7623
item4943          3963 12764
item4944          5899 13964
item4945          6367 7108
item4946          6419 11256
item4947          1958 2243
item4948          6083 1423
item4949          894 9164
item4950          5605 11711
item4951          6705 14444
item4952          4498 113
item4953          7168 2993
item4954          2675 12136
item4955          3398 3536
item4956          6239 10266
item4957          1718 7447
item4958          1045 4592
item4959          1162 4294
item4960          2845 8627
item4961          4463 287
item4962          187 1602
item4963          4769 10945
item4964          5246 2137
item4965          30 8803
item4966          4955 8200
item4967          2118 10157
item4968          4498 14457
item4969          808 10517
item4970          4357 10121
item4971          4792 1908
item4972          4758 11889
item4973          7019 189
item4974          7040 8224
item4975          1930 10150
item4976          299 13703
item4977          4120 4857
item4978          1239 9281
item4979          5096 10664
item4980          1062 6546
item4981          1386 6793
item4982          6701 6195
item4983          559 8473
item4984          4446 7951
item4985          3677 10248
item4986          205 2661
item4987          3893 7667
item4988          1732 11271
item4989          4699 14073
item4990          1294 12778
item4991          576 7962
item4992          3877 10078
item4993          6792 6662
item4994          4845 8182
item4995          5703 11016
item4996          5168 13321
item4997          6375 12782
item4998          7403 14286
item4999          242 80
item5000          387 14629
item5001          6855 12433
item5002          77 11084
item5003          6429 6630
item5004          5541 6332
item5005          2650 2487
item5006          6749 1622
item5007          2136 8011
item5008          7045 11408
item5009          6456 8408
item5010          5174 8185
item5011          5086 3603
item5012          2109 12299
item5013          7081 7945
item5014          5203 3567
item5015          435 4290
item5016          6392 10466
item5017          1328 6254
item5018          418 3780
item5019          4284 7496
item5020          262 12544
item5021          4591 3108
item5022          6455 12426
item5023          4692 11968
item5024          1788 722
item5025          3871 13305
item5026          2434 6160
item5027          445 8243
item5028          5637 10232
item5029          1435 117
item5030          6496 9196
item5031          416 11981
item5032          6679 5080
item5033          4400 2196
item5034          5653 9475
item5035          3509 13434
item5036          1497 14182
item5037          5611 11495
item5038          5157 11025
item5039          1696 12683
item5040          6008 7654
item5041          3924 11099
item5042          7404 9221
item5043          2068 9307
item5044          2793 1226
item5045          269 13060
item5046          1137 8316
item5047          3916 13120
item5048          6845 5841
item5049          4199 7615
item5050          6938 8581
item5051          6205 14067
item5052          5011 1665
item5053          1966 2404
item5054          6739 521
item5055          1787 14860
item5056          4912 2075
item5057          3618 9527
item5058          534 14577
item5059          1480 11538
item5060          3422 5816
item5061          3784 658
item5062          3535 4405
item5063          650 4173
item5064          1743 14611
item5065          7464 1276
item5066          567 2840
item5067          1210 14579
item5068          3393 9999
item5069          2902 4487
item5070          2813 5933
item5071          3705 5963
item5072          4047 8403
item5073          802 463
item5074          852 9340
item5075          824 11913
item5076          5044 11551
item5077          4917 13469
item5078          2196 2104
item5079          5772 6504
item5080          4966 11405
item5081          5369 9736
item5082          982 7994
item5083          1023 5756
item5084          2765 13276
item5085          4442 9133
item5086          4545 9507
item5087          3738 10233
item5088          3928 9970
item5089          5972 1494
item5090          4547 3748
item5091          3710 8691
item5092          2924 3094
item5093          7124 11099
item5094          5456 8476
item5095          4101 6904
item5096          4789 13442
item5097          5190 10826
item5098          3818 12935
item5099          2563 13325
item5100          5158 14426
item5101          2374 8107
item5102          770 8854
item5103          3105 3361
item5104          1256 6770
item5105          4802 2176
item5106          5935 13005
item5107          7044 14685
item5108          3272 13414
item5109          1680 5570
item5110          5362 9273
item5111          1991 4986
item5112          4474 5195
item5113          4862 9912
item5114          5796 7806
item5115          6656 3293
item5116          1051 8687
item5117          4916 331
item5118          1784 8939
item5119          574 3091
item5120          4281 6377
item5121          1357 719
item5122          5356 11123
item5123          6978 4545
item5124          3970 4035
item5125          1645 10038
item5126          361 10747
item5127          6782 8237
item5128          1410 13348
item5129          1022 2841
item5130          4695 3116
item5131          6455 12503
item5132          2251 8736
item5133          2139 5220
item5134          1803 11424
item5135          2474 9943
item5136          4704 2019
item5137          6850 11245
item5138          4636 8893
item5139          911 14018
item5140          945 902
item5141          545 12641
item5142          1211 945
item5143          1192 2996
item5144          3053 6925
item5145          4972 12963
item5146          6252 14631
item5147          1909 14215
item5148          5332 3534
item5149          7285 13754
item5150          2303 2908
item5151          224 3874
item5152          6248 989
item5153          6769 7415
item5154          1965 6996
item5155          5911 10882
item5156          2171 10652
item5157          5276 12910
item5158          5500 7128
item5159          318 4859
item5160          1837 9045
item5161          4398 8958
item5162          3543 1993
item5163          746 13953
item5164          2606 12900
item5165          2605 9345
item5166          1385 14536
item5167          5523 643
item5168          7247 2507
item5169          5900 7083
item5170          6806 10999
item5171          880 1557
item5172          4653 4392
item5173          3427 7905
item5174          598 752
item5175          6186 3711
item5176          1727 7072
item5177          751 10856
item5178          5864 10866
item5179          5691 5839
item5180          1261 11732
item5181          7067 13194
item5182          6626 7389
item5183          5494 6823
item5184          2413 6868
item5185          6787 11456
item5186          6700 9668
item5187          7432 12550
item5188          6735 8638
item5189          114 1804
item5190          2652 12668
item5191          7254 12714
item5192          6468 810
item5193          7287 7738
item5194          5068 6521
item5195          316 7794
item5196          85 2667
item5197          927 9920
item5198          6348 9227
item5199          5386 6338
item5200          6221 12152
item5201          1166 3981
item5202          1618 577
item5203          4782 730
item5204          5674 14652
item5205          4159 2923
item5206          1399 14594
item5207          501 2812
item5208          1741 7614
item5209          5301 13164
item5210          3882 5013
item5211          3931 4051
item5212          1802 5203
item5213          2256 4094
item5214          1924 4261
item5215          1293 14705
item5216          233 11392
item5217          2122 14145
item5218          328 8207
item5219          5637 14400
item5220          3262 9115
item5221          1206 11524
item5222          3706 13472
item5223          3649 12116
item5224          4105 13385
item5225          5962 5052
item5226          6642 13135
item5227          5066 3400
item5228          5482 1924
item5229          5426 6504
item5230          6006 10215
item5231          476 12573
item5232          2257 9964
item5233          1913 1008
item5234          4025 180
item5235          3597 2694
item5236          6531 13125
item5237          6229 3605
item5238          5254 11193
item5239          7274 13532
item5240          6412 10409
item5241          5316 12805
item5242          4725 2282
item5243          6320 9231
item5244          7023 9349
item5245          6422 925
item5246          4294 11597
item5247          4158 8778
item5248          4434 14835
item5249          3035 9407
item5250          4781 9201
item5251          6725 13998
item5252          6610 734
item5253          448 11463
item5254          3584 12214
item5255          4487 4084
item5256          2484 5194
item5257          2573 12067
item5258          6576 7889
item5259          5531 311
item5260          4896 892
item5261          5105 7442
item5262          3216 11140
item5263          5409 3582
item5264          5525 6748
item5265          2258 13135
item5266          1099 10842
item5267          2506 14926
item5268          120 11258
item5269          5225 2018
item5270          6777 14310
item5271          809 7940
item5272          5604 11814
item5273          3859 9909
item5274          132 14677
item5275          634 2517
item5276          1207 8963
item5277          6949 8505
item5278          1136 8386
item5279          6983 6443
item5280          4683 9726
item5281          3032 793
item5282          5785 3401
item5283          6467 11982
item5284          1212 13427
item5285          2820 1895
item5286          5781 3046
item5287          1305 5213
item5288          3986 10182
item5289          6811 3109
item5290          7399 9654
item5291          5939 3503
item5292          3196 11491
item5293          1558 1135
item5294          5513 8278
item5295          6838 4416
item5296          6988 6695
item5297          3408 14543
item5298          3494 6355
item5299          4690 7404
item5300          3732 1023
item5301          4035 13976
item5302          263 14898
item5303          3091 12216
item5304          2516 10830
item5305          789 12331
item5306          1167 7784
item5307          2052 2895
item5308          2552 12582
item5309          3280 9557
item5310          1015 2297
item5311          1035 98
item5312          432 14665
item5313          7235 2438
item5314          541 11771
item5315          5100 888
item5316          1368 7570
item5317          5351 5613
item5318          277 7289
item5319          12 11079
item5320          1268 12265
item5321          116 14346
item5322          4173 10907
item5323          4724 14069
item5324          2501 3473
item5325          1005 13998
item5326          1184 11019
item5327          1831 13379
item5328          2137 3377
item5329          5952 9985
item5330          6867 12027
item5331          7452 7310
item5332          5596 6720
item5333          2866 9743
item5334          1486 2200
item5335          2719 5885
item5336          3119 780
item5337          3208 11566
item5338          5248 3784
item5339          2416 5057
item5340          430 10395
item5341          2621 4906
item5342          3488 102
item5343          3147 915
item5344          3559 9800
item5345          1009 8537
item5346          358 11891
item5347          2281 2564
item5348          1557 7961
item5349          3328 5816
item5350          3997 2232
item5351          6046 7224
item5352          5343 1946
item5353          7220 14600
item5354          5319 8454
item5355          2620 11546
item5356          5604 2258
item5357          1187 1967
item5358          2919 401
item5359          1243 9399
item5360          2331 11573
item5361          7112 14677
item5362          5764 10090
item5363          933 14100
item5364          6582 11674
item5365          4347 12729
item5366          6866 12014
item5367          1466 12328
item5368          3002 865
item5369          3341 6678
item5370          3160 10717
item5371          7100 3962
item5372          2541 12954
item5373          634 13096
item5374          3995 1565
item5375          5288 10211
item5376          787 5412
item5377          914 7774
item5378          5884 5184
item5379          7027 12704
item5380          1821 7284
item5381          6727 687
item5382          6393 2520
item5383          7219 12323
item5384          6251 12808
item5385          385 12437
item5386          5801 10809
item5387          3228 13000
item5388          6913 12596
item5389          835 10509
item5390          6349 12472
item5391          573 11041
item5392          3450 331
item5393          3078 10430
item5394          62 4159
item5395          6734 14444
item5396          1594 9336
item5397          1115 12254
item5398          197 1209
item5399          730 12303
item5400          6832 314
item5401          3909 7691
item5402          6155 8031
item5403          6789 4753
item5404          7116 10197
item5405          2129 14002
item5406          1161 11917
item5407          6709 12056
item5408          1237 4030
item5409          5792 4795
item5410          4727 13970
item5411          126 13440
item5412          5563 14440
item5413          6546 3799
item5414          4840 12779
item5415          3890 1698
item5416          6201 4732
item5417          6060 6745
item5418          5509 10036
item5419          3518 1951
item5420          5913 1172
item5421          4206 10899
item5422          1211 14827
item5423          3348 6353
item5424          7221 6369
item5425          6215 1246
item5426          1383 6224
item5427          6656 1582
item5428          1311 13378
item5429          5954 5191
item5430          1928 11223
item5431          3023 6990
item5432          182 5644
item5433          6048 2041
item5434          499 2427
item5435          1790 14375
item5436          2648 3572
item5437          6870 9563
item5438          4226 2807
item5439          3552 7172
item5440          1443 12374
item5441          283 11224
item5442          4093 5278
item5443          6566 14049
item5444          4795 13654
item5445          3583 294
item5446          2639 8362
item5447          1745 13429
item5448          2714 10144
item5449          6417 4531
item5450          46 3009
item5451          6904 5395
item5452          3116 6850
item5453          437 8641
item5454          7411 200
item5455          7001 6705
item5456          2483 4616
item5457          7403 564
item5458          1959 6766
item5459          3893 10034
item5460          6112 8571
item5461          6791 7136
item5462          824 7813
item5463          5995 14924
item5464          6348 4575
item5465          7226 11377
item5466          6899 3176
item5467          1317 13080
item5468          5 5293
item5469          189 5804
item5470          5292 6776
item5471          5978 10303
item5472          367 13709
item5473          3270 13319
item5474          6031 10430
item5475          494 6488
item5476          5589 340
item5477          2328 4755
item5478          4476 7259
item5479          4507 14811
item5480          6690 7005
item5481          3658 790
item5482          3955 1664
item5483          6373 4789
item5484          965 13516
item5485          5589 14038
item5486          6145 3178
item5487          6194 457
item5488          3899 9142
item5489          3244 11154
item5490          3679 5208
item5491          4136 6134
item5492          2783 4763
item5493          6878 14293
item5494          757 13848
item5495          6420 10686
item5496          5924 6704
item5497          6605 12313
item5498          208 11372
item5499          5295 8989
item5500          4705 5699
item5501          3694 10627
item5502          4295 7565
item5503          2780 705
item5504          4344 8668
item5505          4034 14984
item5506          35 8617
item5507          5094 7217
item5508          5807 1319
item5509          7250 3087
item5510          4432 1082
item5511          6738 10989
item5512          3134 5763
item5513          1555 4719
item5514          4086 6731
item5515          4935 4663
item5516          4840 5092
item5517          4590 6793
item5518          3520 12268
item5519          3741 5676
item5520          782 12107
item5521          901 10835
item5522          1818 2039
item5523          4320 10208
item5524          3481 9336
item5525          4772 2579
item5526          4882 6118
item5527          6672 1187
item5528          3506 6298
item5529          5497 5287
item5530          1336 1842
item5531          1264 12535
item5532          4119 13163
item5533          6122 1959
item5534          3771 1641
item5535          983 2928
item5536          7151 7362
item5537          5692 9776
item5538          5703 12132
item5539          2616 9383
item5540          438 14103
item5541          1723 160
item5542          3971 5394
item5543          1523 711
item5544          1754 3923
item5545          2133 5287
item5546          322 7343
item5547          1239 13831
item5548          1497 6311
item5549          5687 10864
item5550          6588 6787
item5551          3942 2222
item5552          3286 8994
item5553          334 14363
item5554          4096 5852
item5555          6315 10519
item5556          4879 5486
item5557          4553 13856
item5558          4933 11542
item5559          1219 8657
item5560          2139 14973
item5561          2685 1898
item5562          1856 12633
item5563          1008 10851
item5564          7103 8976
item5565          3846 14414
item5566          3761 4152
item5567          5538 13893
item5568          60 3624
item5569          6212 6391
item5570          496 1122
item5571          4171 11175
item5572          1936 9173
item5573          1758 100
item5574          2333 12273
item5575          3238 14729
item5576          5061 8659
item5577          7317 6276
item5578          6428 4526
item5579          139 8312
item5580          2470 8910
item5581          4904 3845
item5582          7074 4630
item5583          5957 11937
item5584          6201 1896
item5585          6566 3919
item5586          7086 12993
item5587          3032 7504
item5588          2190 4031
item5589          808 8408
item5590          347 10557
item5591          3163 8988
item5592          5235 13839
item5593          7387 12178
item5594          1041 13505
item5595          5021 9213
item5596          6215 14309
item5597          4285 10860
item5598          4094 13876
item5599          6296 3911
item5600          4220 13241
item5601          4544 1376
item5602          7263 2229
item5603          7299 11883
item5604          5572 1724
item5605          4908 2339
item5606          2121 5879
item5607          2773 14084
item5608          4040 14375
item5609          5630 11201
item5610          3324 8283
item5611          3210 5058
item5612          2553 9880
item5613          3027 11157
item5614          7309 8044
item5615          4723 8721
item5616          241 1759
item5617          7012 12170
item5618          47 2548
item5619          2205 5662
item5620          3241 7803
item5621          3771 4158
item5622          2586 11744
item5623          3173 14952
item5624          5889 9585
item5625          2190 813
item5626          2861 13370
item5627          6759 13835
item5628          4992 1640
item5629          3976 13375
item5630          1841 6696
item5631          306 11697
item5632          760 9362
item5633          1482 7554
item5634          2038 13525
item5635          817 9141
item5636          7173 13298
item5637          1602 5321
item5638          7215 4313
item5639          2856 6444
item5640          3795 11438
item5641          1242 1294
item5642          7305 7257
item5643          6813 10996
item5644          737 598
item5645          32 5616
item5646          1515 223
item5647          6748 9375
item5648          5723 6027
item5649          1179 3406
item5650          1399 8924
item5651          4969 6202
item5652          2621 6408
item5653          4349 5261
item5654          1842 4985
item5655          6016 2492
item5656          3870 2748
item5657          5815 14587
item5658          3071 4480
item5659          1914 4496
item5660          2540 10644
item5661          1819 1866
item5662          3589 8486
item5663          3783 5629
item5664          3319 14559
item5665          836 3328
item5666          6631 4797
item5667          2283 12928
item5668          6001 9658
item5669          3940 3677
item5670          5790 4536
item5671          3190 9151
item5672          4146 8033
item5673          3203 2008
item5674          943 13760
item5675          185 13351
item5676          1191 11251
item5677          7120 11448
item5678          1770 6314
item5679          3520 8915
item5680          3905 5637
item5681          3041 4131
item5682          122 12548
item5683          7125 3698
item5684          3120 14495
item5685          4328 1566
item5686          1231 10844
item5687          2050 11878
item5688          2359 7208
item5689          3660 9787
item5690          1233 10986
item5691          2761 12506
item5692          3267 6629
item5693          7380 6622
item5694          5346 14711
item5695          6833 3996
item5696          2962 14653
item5697          5396 6808
item5698          6312 8596
item5699          2875 4394
item5700          121 7647
item5701          2102 3976
item5702          5748 8522
item5703          3248 8978
item5704          5321 1891
item5705          2083 9422
item5706          1330 8200
item5707          3486 4383
item5708          1661 3797
item5709          6081 1322
item5710          6678 4369
item5711          7360 8469
item5712          5722 12437
item5713          3218 11667
item5714          4692 11745
item5715          289 11258
item5716          4954 3570
item5717          1350 5145
item5718          1088 8082
item5719          1208 1527
item5720          4986 13693
item5721          5615 6700
item5722          5289 9722
item5723          7447 4040
item5724          1599 1187
item5725          3974 2165
item5726          2329 2199
item5727          498 14195
item5728          3289 10120
item5729          455 5768
item5730          2465 5291
item5731          2417 1451
item5732          6615 12354
item5733          5590 2142
item5734          5225 6592
item5735          5047 14053
item5736          3526 1446
item5737          1605 3329
item5738          3337 3870
item5739          3313 14186
item5740          6907 7088
item5741          3833 8778
item5742          7485 11991
item5743          7343 13531
item5744          510 6885
item5745          3787 14988
item5746          4482 2308
item5747          3076 11484
item5748          7199 14562
item5749          1523 14994
item5750          5601 12337
item5751          6988 13926
item5752          2579 2687
item5753          4007 14016
item5754          6016 11285
item5755          1827 13341
item5756          4178 6803
item5757          4459 10034
item5758          3930 7144
item5759          6394 7750
item5760          2831 2386
item5761          7328 4294
item5762          307 5709
item5763          1744 14663
item5764          1962 8332
item5765          2187 3975
item5766          580 10151
item5767          812 11090
item5768          1595 13678
item5769          5272 5691
item5770          472 5266
item5771          5810 12488
item5772          2230 6890
item5773          1834 9143
item5774          6596 7525
item5775          87 8451
item5776          2319 4288
item5777          5554 7199
item5778          1158 12796
item5779          4749 14578
item5780          1968 2586
item5781          2069 9261
item5782          4621 6573
item5783          432 569
item5784          167 4513
item5785          6471 4042
item5786          1653 2823
item5787          1206 12170
item5788          4528 1339
item5789          1913 3291
item5790          3406 4820
item5791          6395 13855
item5792          5210 8653
item5793          6905 13861
item5794          6454 8238
item5795          151 10773
item5796          2380 4700
item5797          4151 7325
item5798          4326 3906
item5799          3317 3020
item5800          4682 9621
item5801          568 6681
item5802          3105 9925
item5803          4675 9854
item5804          4332 13016
item5805          5593 10788
item5806          3785 592
item5807          664 9921
item5808          6169 3211
item5809          5392 7485
item5810          5136 4756
item5811          3976 13648
item5812          891 676
item5813          6317 3303
item5814          5384 7289
item5815          4179 1761
item5816          1296 10196
item5817          1373 10501
item5818          4949 3463
item5819          2222 8247
item5820          294 5163
item5821          5367 11828
item5822          424 12827
item5823          4661 11398
item5824          1515 247
item5825          649 5227
item5826          6703 14889
item5827          2788 653
item5828          1608 14305
item5829          7201 1027
item5830          3171 11544
item5831          6041 977
item5832          790 6971
item5833          5603 14719
item5834          6803 3750
item5835          1788 12900
item5836          7335 11866
item5837          6596 2215
item5838          7246 5268
item5839          991 6704
item5840          4229 1950
item5841          5886 7012
item5842          1979 4185
item5843          4952 770
item5844          6766 10665
item5845          1396 6741
item5846          4176 7445
item5847          3915 6319
item5848          7368 11779
item5849          676 8993
item5850          2630 13693
item5851          4579 14930
item5852          405 1756
item5853          5512 1642
item5854          722 9210
item5855          2282 13680
item5856          369 8563
item5857          1662 11083
item5858          1115 4514
item5859          3185 5769
item5860          6277 5890
item5861          4225 5957
item5862          3455 7714
item5863          994 3057
item5864          4057 6711
item5865          692 5930
item5866          3088 10377
item5867          5180 10266
item5868          1151 2444
item5869          6785 4896
item5870          7184 13627
item5871          640 12408
item5872          4718 9881
item5873          5246 12460
item5874          6300 6523
item5875          1065 13394
item5876          2619 6695
item5877          734 7633
item5878          619 198
item5879          7362 6616
item5880          2188 3881
item5881          399 14087
item5882          4956 556
item5883          5439 8073
item5884          4789 6426
item5885          2903 3548
item5886          6116 10469
item5887          6949 10197
item5888          5445 476
item5889          5670 7719
item5890          4222 4095
item5891          586 6372
item5892          1151 11651
item5893          4228 1911
item5894          4165 12590
item5895          6348 7481
item5896          5203 14605
item5897          2606 3060
item5898          5270 8555
item5899          2177 7587
item5900          5004 14075
item5901          3028 1021
item5902          1949 7334
item5903          291 4101
item5904          3013 14167
item5905          4463 7624
item5906          5689 6060
item5907          6175 14302
item5908          3203 1316
item5909          1689 12937
item5910          1923 1585
item5911          785 14862
item5912          6189 1024
item5913          962 1834
item5914          5315 13141
item5915          1145 13176
item5916          1538 2624
item5917          6207 14047
item5918          6794 13094
item5919          2487 195
item5920          462 5865
item5921          7026 5203
item5922          5143 12211
item5923          2429 905
item5924          4552 11003
item5925          3595 3421
item5926          4848 3146
item5927          6830 1995
item5928          4827 8941
item5929          1160 7400
item5930          4217 8986
item5931          2342 12353
item5932          816 2247
item5933          4074 5682
item5934          1645 11355
item5935          2516 324
item5936          516 5408
item5937          2174 7602
item5938          7149 10688
item5939          661 4603
item5940          6689 8770
item5941          5635 7452
item5942          7000 13565
item5943          2974 1099
item5944          853 11717
item5945          2598 13453
item5946          7254 7139
item5947          1569 14301
item5948          4186 11774
item5949          5367 8809
item5950          1129 6810
item5951          1073 6087
item5952          1670 1441
item5953          7316 3339
item5954          327 3729
item5955          1743 1714
item5956          6097 9264
item5957          7422 6404
item5958          3667 10243
item5959          6338 2268
item5960          6467 5899
item5961          879 14769
item5962          6601 13761
item5963          3195 11822
item5964          6716 13797
item5965          4977 14382
item5966          6676 6731
item5967          173 8519
item5968          3376 10513
item5969          1902 2452
item5970          5951 2487
item5971          5199 3911
item5972          1147 6798
item5973          3043 871
item5974          827 583
item5975          6775 11534
item5976          3152 7841
item5977          3280 13079
item5978          1464 10092
item5979          1913 572
item5980          1281 6176
item5981          4808 9230
item5982          5623 7227
item5983          268 14483
item5984          2909 14862
item5985          1347 7972
item5986          3677 2568
item5987          2152 3759
item5988          7048 13929
item5989          962 13798
item5990          307 1031
item5991          5757 8353
item5992          2248 5713
item5993          133 6321
item5994          5788 7972
item5995          5595 14935
item5996          437 14342
item5997          4135 3172
item5998          1418 13172
item5999          2334 7879
item6000          6253 12654
item6001          4323 10258
item6002          2153 8119
item6003          4443 1294
item6004          6091 4210
item6005          3554 4245
item6006          1092 1480
item6007          3056 11771
item6008          7402 10734
item6009          1608 11214
item6010          5366 1601
item6011          4536 3915
item6012          6219 5898
item6013          6743 3404
item6014          2174 9789
item6015          5162 13028
item6016          5620 9677
item6017          5595 9933
item6018          1704 12095
item6019          234 85
item6020          3169 13137
item6021          5805 13740
item6022          4017 8972
item6023          5673 1031
item6024          5987 982
item6025          2834 1516
item6026          23 8024
item6027          1937 3174
item6028          294 10996
item6029          2698 8205
item6030          278 3362
item6031          53 14237
item6032          1074 3903
item6033          4565 1443
item6034          1896 4189
item6035          641 219
item6036          6727 5640
item6037          6094 3161
item6038          4974 11719
item6039          7163 2618
item6040          4622 4931
item6041          4666 5882
item6042          5145 220
item6043          5723 329
item6044          6848 9616
item6045          1773 9729
item6046          480 12196
item6047          5565 13002
item6048          1275 10614
item6049          6886 13821
item6050          3690 2657
item6051          5457 11239
item6052          2507 13056
item6053          3836 5912
item6054          6552 7417
item6055          1628 13501
item6056          3885 2588
item6057          2533 11937
item6058          799 13011
item6059          1625 12705
item6060          6077 12266
item6061          6533 12471
item6062          1334 8545
item6063          2333 11328
item6064          5767 10879
item6065          6952 14359
item6066          6410 6985
item6067          2369 195
item6068          5277 13936
item6069          6472 6674
item6070          781 4178
item6071          5506 2661
item6072          1970 4477
item6073          3513 9494
item6074          293 12483
item6075          24 2443
item6076          2687 9924
item6077          4661 8115
item6078          5361 10820
item6079          5470 6404
item6080          3980 997
item6081          783 12188
item6082          6885 11737
item6083          2689 2332
item6084          5703 2052
item6085          3510 12240
item6086          2666 5282
item6087          6836 10666
item6088          5122 1902
item6089          1582 5382
item6090          6123 7328
item6091          4138 13
item6092          75 12833
item6093          744 3760
item6094          7402 13072
item6095          1921 9096
item6096          623 9873
item6097          2293 7539
item6098          3379 10776
item6099          715 1492
item6100          2760 1919
item6101          4913 11660
item6102          2332 11129
item6103          4492 2026
item6104          7042 9142
item6105          5981 2481
item6106          3140 8223
item6107          4493 10965
item6108          4638 14873
item6109          2529 6533
item6110          6674 4768
item6111          5356 11967
item6112          2932 11444
item6113          5155 4079
item6114          6680 12194
item6115          2005 5393
item6116          3868 6021
item6117          6267 3428
item6118          576 7673
item6119          11 2883
item6120          2488 5100
item6121          2815 14433
item6122          1300 8215
item6123          2141 7447
item6124          3003 1389
item6125          1541 12512
item6126          2149 6990
item6127          6221 185
item6128          6877 1839
item6129          5202 13701
item6130          3428 1859
item6131          2878 4726
item6132          5462 3
item6133          6184 159
item6134          5508 7099
item6135          1991 4242
item6136          7384 4156
item6137          4685 5441
item6138          5870 1644
item6139          5626 1123
item6140          2167 10284
item6141          3093 12457
item6142          1563 1130
item6143          6664 5178
item6144          4965 12525
item6145          6247 9451
